series_id,Method,Horizon,CV Group,LT,AR,VI,OFR,BO,EI
FOODS_3_458__CA,LSTM,One-step,0.3 < CV ≤ 0.4,9,9.225889205932617,11.621517181396484,0.8612378835678101,5.145335674285889,34.913394927978516
HOUSEHOLD_1_429__TX,LSTM,One-step,0.3 < CV ≤ 0.4,9,1.487380862236023,0.3017217814922333,0.2848489284515381,12.991486549377441,0.6642554998397827
FOODS_3_226__TX,LSTM,One-step,0.3 < CV ≤ 0.4,9,12.063618659973145,13.157527923583984,0.8423646092414856,6.911249160766602,45.0853271484375
FOODS_2_181__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,9.415777206420898,22.149063110351562,0.8806389570236206,4.562636375427246,52.817718505859375
FOODS_3_377__WI,LSTM,One-step,0.3 < CV ≤ 0.4,10,12.683500289916992,22.110267639160156,0.9084370732307434,1.982351303100586,33.864097595214844
FOODS_3_714__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,18.450634002685547,24.896215438842773,0.9122486710548401,9.078182220458984,173.2847137451172
FOODS_3_697__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,14.745462417602539,17.48963737487793,0.868401288986206,4.927651882171631,44.70489501953125
FOODS_3_080__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,17.113801956176758,29.592065811157227,0.9037786722183228,3.9637320041656494,53.06029510498047
FOODS_3_499__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,6.912802696228027,13.034552574157715,0.8346202373504639,11.94613265991211,91.40489959716797
HOUSEHOLD_1_110__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,13.373651504516602,46.470603942871094,0.7870699167251587,9.737626075744629,89.75785827636719
FOODS_3_288__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,11.831429481506348,44.6119499206543,0.9035443067550659,8.99330997467041,250.99383544921875
FOODS_3_252__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,17.364410400390625,22.600727081298828,0.9068734645843506,16.153791427612305,269.9284362792969
HOUSEHOLD_1_110__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,20.795284271240234,68.65021514892578,0.8798032402992249,4.904200077056885,133.76292419433594
FOODS_3_228__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,17.84503173828125,27.297592163085938,0.9053505063056946,2.8306334018707275,49.98151779174805
HOUSEHOLD_1_429__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,1.8144879341125488,0.7362284064292908,0.301536500453949,16.53781509399414,1.6349087953567505
FOODS_3_555__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,29.62995719909668,46.832061767578125,0.9162822365760803,10.149099349975586,223.74586486816406
FOODS_3_252__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,18.225872039794922,27.686931610107422,0.9094846844673157,14.872638702392578,291.0330810546875
FOODS_3_739__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,10.449464797973633,41.11494827270508,0.8747838139533997,10.426252365112305,194.64109802246094
FOODS_3_477__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,8.469121932983398,15.458534240722656,0.8937415480613708,1.6429741382598877,21.469820022583008
FOODS_3_458__CA,LSTM,One-step,0.3 < CV ≤ 0.4,10,10.635812759399414,16.323261260986328,0.8630063533782959,5.430434703826904,44.51667022705078
HOUSEHOLD_1_429__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,1.681130290031433,0.27384474873542786,0.28848889470100403,12.977217674255371,0.5650187730789185
FOODS_3_226__TX,LSTM,One-step,0.3 < CV ≤ 0.4,10,14.735736846923828,18.06243324279785,0.8562179207801819,6.904649257659912,56.620452880859375
HOUSEHOLD_1_351__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,2.7245452404022217,2.0205745697021484,0.8900377154350281,3.4092321395874023,12.2077054977417
FOODS_2_326__TX,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.1256394386291504,0.6159852743148804,0.8629212379455566,4.587610721588135,6.284158229827881
FOODS_3_652__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.3002012968063354,0.7670292854309082,0.8472241759300232,2.4269659519195557,3.0988409519195557
FOODS_3_469__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.0080969333648682,1.5753707885742188,0.8817238807678223,2.174677610397339,4.4572834968566895
FOODS_3_282__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,0.7890962362289429,0.2928401827812195,0.8111599087715149,19.923107147216797,10.242867469787598
HOUSEHOLD_1_517__TX,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.4919734001159668,0.756417453289032,0.8369234204292297,3.6121668815612793,4.900285720825195
FOODS_3_804__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.1093449592590332,0.5995843410491943,0.8581727743148804,6.94174337387085,10.725563049316406
FOODS_3_503__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.3341548442840576,0.9018294811248779,0.8824900984764099,2.6977996826171875,5.338099479675293
FOODS_2_016__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.147385835647583,0.6780887246131897,0.8256852030754089,4.64622163772583,5.392274379730225
HOUSEHOLD_1_459__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.702136516571045,1.1045160293579102,0.9011087417602539,4.536993026733398,14.382853507995605
HOUSEHOLD_1_459__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.4032865762710571,1.0225001573562622,0.8246636390686035,9.184652328491211,12.80128288269043
FOODS_3_252__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.1882752180099487,0.5346474051475525,0.8801447749137878,5.202714920043945,7.852246284484863
FOODS_3_372__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,0.028001686558127403,0.0005018035881221294,0.14052769541740417,7.762539386749268,0.008716272190213203
HOUSEHOLD_1_334__TX,LSTM,One-step,0.4 < CV ≤ 0.6,2,3.514556407928467,2.4828219413757324,0.8995585441589355,4.326193332672119,17.590574264526367
HOUSEHOLD_1_118__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.0748674869537354,0.704445481300354,0.8784416913986206,5.9866790771484375,9.34305477142334
HOUSEHOLD_1_306__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,0.050979629158973694,0.00350416311994195,0.2498435378074646,9.409659385681152,0.05659374222159386
HOUSEHOLD_1_319__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.183004379272461,0.7486155033111572,0.8639175295829773,1.6356552839279175,2.6596758365631104
FOODS_3_389__WI,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.5223060846328735,0.8695656061172485,0.8963831067085266,2.623093366622925,5.257568359375
HOUSEHOLD_1_465__CA,LSTM,One-step,0.4 < CV ≤ 0.6,2,1.3246617317199707,0.811405599117279,0.8531870245933533,6.853431224822998,9.64759635925293
